sha,message,label,predicted,prob_CommitLabel.BugFix
2cc1b018fef08f73cb64e4b4be07bfc5a921c08e,fix 'File not found' import error,CommitLabel.BugFix,1,0.96
2b56e090ba91c74315e3f00123b6094e225dde73,"[attributedlabel] Don't remove images when the run delegate deallocates.

This caused periodic crashes that were revealed by avoiding the memory leak fixed in 3b46abf455389e55384663b526a0567e13e27460.",CommitLabel.BugFix,1,0.91
29a894231a9eea1198ba97b1c46650792a202911,"fix error message when no filename, also try to print stack",CommitLabel.BugFix,1,0.99
38431cd0773b1967d5fe5892652a585d6b9c0eb0,v6.54.8. Bugfix.,CommitLabel.BugFix,1,0.77
1b54f1fb166ab532be0975a84ffd56193068813e,Fix implicit float/double conversion,CommitLabel.BugFix,1,0.77
5223e92c2ed490cc72bb2cd34f33a2544a0410ff,Fix memory leak,CommitLabel.BugFix,1,0.99
52c7559c5e825841e089181adbf30c5ae3d03a68,"* src/main/clojure/clojure/core/logic.clj: fix typo in tests, fix exclude-from-dom, y* will be a set in -distinctfdc, list-sorted? impl",CommitLabel.BugFix,1,0.92
e13175d8c17e8fac5e122663c81606ff7635533c,Fix bug in merge-disjoint with nil map,CommitLabel.BugFix,1,0.99
4d08291813a24342972a127fe07facc7df3c655c,fix a bug which causes updates to be tried without delay after the first update interval,CommitLabel.BugFix,1,0.97
4d55378c47d50a909ec4ee4a31ad59a28ac52599,Fix rotation issues in the paging scroll view demo by forwarding the proper events to the view.,CommitLabel.BugFix,0,0.45
858583237c77c142a2a4e49ba7b6c11f072ef503,fixed typo in locals-membero recursive call,CommitLabel.BugFix,0,0.45
2d8f99afd4437036b1c1b04175f263ab3fe0963f,ngx_http_user_agent_module bugfix,CommitLabel.BugFix,1,0.97
24872e9cd57d8e7ce3351c97657943f826f198b4,Fix jschardet being undefiend if Iconv fails - Ref #411,CommitLabel.BugFix,1,0.97
7643c5af0504ee90af08a2b85f68b8b28d4c7ddd,Re-add fix for cleanup of background queue,CommitLabel.BugFix,0,0.44
0543ba408f2eecea2c425ef83735303d7898d295,Fix win port issues. Signal handling and default sock type.,CommitLabel.BugFix,1,0.82
0384bfe2b2e50d8bc40f58fd8e27779d68880a38,"Fix a problem with DVB subtitles which don't take the current OSD
dimensions into account.

The raw subtitle images are scaled to be correct for a screen resolution 
of 720x576 (at least thats true for european subtitles) this just scales
the images to be the correct size for the current OSD dimensions.

git-svn-id: http://svn.mythtv.org/svn/trunk@8415 7dbf422c-18fa-0310-86e9-fd20926502f2",CommitLabel.BugFix,1,0.72
0003fa6448cdd50a5b692625f8280559f58b0710,"Closes #740. This should fix the segfault.

The segfault happened because SwitchToProgram() didn't
check for the being errored before resuming playback.

This adds that check in SwitchToProgram().

It also adds it to the StartPlaying() loop. This part is just
so that an error message gets displayed before we exit.

For an extra level of paranoia this also adds a check for a null
context pointer in the packet reading portion of GetFrame(). 
This prevents a segfault if GetFrame() is called when there is 
no context pointer; so long as there it is reset clearing any
buffered packets.

There are still remaining problems in LiveTV that I think are 
sufficiently canvased by the existing tickets; this just prevents
a segfault if we switch to an empty file. Addressing the creation
empty files is a seperate issue.



git-svn-id: http://svn.mythtv.org/svn/trunk@8098 7dbf422c-18fa-0310-86e9-fd20926502f2",CommitLabel.BugFix,1,1.0
008c38e61389e90b4f58305770990c0e75b3b8a9,"Fix suggested by David Abrahams for problems when pkg-config installed,
and syntax warning fix (variable was being redefined)


git-svn-id: http://svn.mythtv.org/svn/trunk@8640 7dbf422c-18fa-0310-86e9-fd20926502f2",CommitLabel.BugFix,1,0.84
00d899b6c93e1c63f097d44afa7a3d9c9295aa76," A Couple of fixes for compiling under OpenBSD



git-svn-id: http://svn.mythtv.org/svn/trunk@7241 7dbf422c-18fa-0310-86e9-fd20926502f2",CommitLabel.BugFix,1,0.97
003c08dc4880df367b4998cb1ad83c9388b6fd56," My last patch to this got rid of the attempts to load
""No cover"" as a cover file, but also took away
the side effect of it causing a reset of the poster
on the screen.  This resets the poster to blank 
while still not trying to load a non existant poster.





git-svn-id: http://svn.mythtv.org/svn/trunk@6957 7dbf422c-18fa-0310-86e9-fd20926502f2",CommitLabel.BugFix,1,0.52
04798229286ef81b16aaae21a3d425bafcc36dda,"rmdec: Pass AVIOContext to rm_read_metadata()

Fix null pointer dereference
Fixes Ticket2588

Signed-off-by: Michael Niedermayer <michaelni@gmx.at>
(cherry picked from commit bf87908cd8da31e8f8fe75c06577170928ea70a8)
Signed-off-by: Jean-Yves Avenard <jyavenard@mythtv.org>",CommitLabel.BugFix,1,0.95
02b671cea24e68eb0047ec6245463c8015745191,"replace asm with __asm__ since the ffmpeg sync in [20797] removed -fasm from CFLAGS

fixes hopefully pcc compilation

git-svn-id: http://svn.mythtv.org/svn/trunk@21571 7dbf422c-18fa-0310-86e9-fd20926502f2",CommitLabel.BugFix,1,0.64
02c8992faf15ba002ed774179038c3f92b139d1c,"Fixes #1873. Fixes DVB-T Radio, by writing fake video stream pid.

I didn't use the patch because it had some errors in it, but I added a one liner which should fix the problem.



git-svn-id: http://svn.mythtv.org/svn/trunk@10087 7dbf422c-18fa-0310-86e9-fd20926502f2",CommitLabel.BugFix,1,0.99
